BCI-AV#,English,POS,Derivation - explanation,BCI-AV#,POS,Derivation - explanation svenska ,Swedish,BCI-AV#,Norwegian,BCI-AV#,Finnish,BCI-AV#,Hungarian,BCI-AV#,German,BCI-AV#,Dutch,BCI-AV#,Afrikaans,BCI-AV#,Russian,BCI-AV#,Latvian,BCI-AV#,Polish,BCI-AV#,French,BCI-AV#,Spanish,BCI-AV#,Portugese - draft,BCI-AV#,Italian - draft,BCI-AV#,Danish - draft
25115,Monday_(day3),YELLOW,(day + 3 + one_(index_number): small 1 of ISO standard)  SYMBOL SYNONYM (replacing 15483),25115,YELLOW,(day + 3 + one_(index_number): small 1 of ISO standard)  SYMBOL SYNONYM (replacing 15483),måndag (dag 3),25115,mandag (dag 3),25115,maanantai (päivä kolme),25115,,25115,Montag (Tag 3),25115,maandag (dag 3),25115,Maandag (dag3),25115,Понедельник (день 3),25115,pirmdiena (3.diena),25115,,25115,,25115,Lunes (día3),25115,segunda-feira,25115,lunedì,25115,"tirsdag, mandag"
25116,Moominmamma,BLUE,(Moomintroll [contr.] + mother: Literary figure in the Moomin books by Tove Jansson - she is the mother of Moomintroll.),25116,BLUE,(Moomintroll [contr.] + mother: Literary figure in the Moomin books by Tove Jansson - she is the mother of Moomintroll.),Muminmamman,25116,Mummimamma,25116,Muumimamma,25116,,25116,Muminmama,25116,Moominmamma (fantasiefiguur),25116,Moominmamma,25116,Муми-мама,25116,Muminu mamma,25116,,25116,,25116,Moominmamma,25116,,25116,,25116,
25117,Moominpappa,BLUE,(Moomintroll [contr.] + father: Literary figure in the Moomin books by Tove Jansson - he is the father of Moomintroll.),25117,BLUE,(Moomintroll [contr.] + father: Literary figure in the Moomin books by Tove Jansson - he is the father of Moomintroll.),Muminpappan,25117,Mummipappa,25117,Muumipappa,25117,,25117,Muminpapa,25117,Moominpappa (fantasiefiguur),25117,Moominpappa,25117,Муми-папа,25117,Muminu tētis,25117,,25117,,25117,Moominpappa,25117,,25117,,25117,
25118,Moomintroll,BLUE,"(imaginary person + imprint,depression + M: Literary figure in the Moomin books by Tove Jansson - the main character of most of the books, imprint,depression represents soft [contr.])",25118,BLUE,"(imaginary person + imprint,depression + M: Literary figure in the Moomin books by Tove Jansson - the main character of most of the books, imprint,depression represents soft [contr.])",Mumintrollet,25118,Mummitrollet,25118,Muumipeikko,25118,,25118,Mumintroll,25118,Moomintroll (fantasiefiguur),25118,Moomintroll,25118,Муми-тролль,25118,Mumintrollis,25118,,25118,,25118,Moomins,25118,,25118,,25118,
25119,"move,movement",YELLOW,(wheel + earth [half-sized]: the wheel moves by rolling over the ground)  - Character (superimposed),25119,YELLOW,(wheel + earth [half-sized]: the wheel moves by rolling over the ground)  - Character (superimposed),förflyttning,25119,"forflytning, bevegelse",25119,matka,25119,,25119,Bewegung,25119,"beweging, verplaatsing",25119,"beweeg, beweeging",25119,"движение, передвижение",25119,kustība,25119,,25119,,25119,movimiento,25119,movimento,25119,movimento,25119,
25120,mummy_(general),YELLOW,(body + dead + cloth),25120,YELLOW,(body + dead + cloth),mumie (generell),25120,mumie (generell),25120,muumio,25120,,25120,Mumie (generell),25120,mummie,25120,mummie (algemeen),25120,мумия (общее понятие),25120,mūmija,25120,,25120,,25120,momia,25120,múmia,25120,mummia,25120,mumie
25121,mummy_(imaginary),YELLOW,(imaginary person + dead + cloth),25121,YELLOW,(imaginary person + dead + cloth),mumie (övernaturligt väsen),25121,mumie (overnaturlig vesen),25121,muumio (mielikuvitusolento),25121,,25121,Mumie (imaginär),25121,mummie (fantasiefiguur),25121,mummie (denkbeeldig),25121,мумия (мнимая),25121,mūmija (pārcilvēciska būtne),25121,,25121,,25121,momia (imaginario),25121,múmia,25121,mummia,25121,mumie
25122,murder,YELLOW,(killing + plan),25122,YELLOW,(killing + plan),mord,25122,mord (overlagt),25122,"murha, murhaaminen",25122,,25122,Mord,25122,moord (met voorbedachte rade),25122,moord (beplan),25122,убийство,25122,"slepkavība, slepkava",25122,,25122,,25122,asesinato,25122,,25122,,25122,
25123,murder-(to),RED,(murder + action indicator),25123,RED,(murder + action indicator),mörda ,25123,"myrde, drepe (planlagt)",25123,murhata,25123,,25123,"töten, ermorden",25123,"vermoorden, moorden",25123,moordpleeg (om te),25123,убивать,25123,"nogalināt,noslepkavot",25123,,25123,,25123,asesinar,25123,assassinar,25123,uccidere,25123,dræber
25124,murderer,BLUE,(person + murder),25124,BLUE,(person + murder),mördare,25124,morder (overlagt drap),25124,murhaaja,25124,,25124,"Mörder, Mörderin",25124,moordenaar,25124,moordenaar,25124,убийца,25124,slepkava,25124,,25124,,25124,asesino,25124,,25124,,25124,
25125,nosy,GREEN,"(curious,inquisitive + negative + description indicator)",25125,GREEN,"(curious,inquisitive + negative + description indicator)",nyfiken (negativt),25125,nesevis,25125,uteleva,25125,,25125,"neugierig, naseweis",25125,"nieuwsgierig (negatief), bemoeizuchtig",25125,nuuskierig,25125,любопытный (негативное значение),25125,"ziņkārīgs,izbrīnīts, ieinteresēts",25125,,25125,,25125,fisgón,25125,,25125,,25125,
25126,nuclear_fuel,YELLOW,(fuel + nucleus),25126,YELLOW,(fuel + nucleus),"kärnbränsle, atombränsle",25126,atombrensel,25126,ydinpolttoaine,25126,,25126,"Kernbrennstoff, Reaktorbrennstoff",25126,kernenergie,25126,kern brandstof,25126,ядерное топливо,25126,kodolenerģija,25126,,25126,,25126,combustible nuclear,25126,,25126,,25126,
25127,oil_(fuel),YELLOW,(fuel + oil),25127,YELLOW,(fuel + oil),olja (bränsle),25127,oljebrensel,25127,polttoöljy,25127,,25127,Öl,25127,olie (brandstof),25127,olie (brandstof),25127,масло (топливо),25127,eļļa (degviela),25127,,25127,,25127,gasolina (combustible),25127,petróleo,25127,olio,25127,olie
25128,"oil_power,oil_energy",YELLOW,(energy + oil),25128,YELLOW,(energy + oil),oljeenergi,25128,oljeenergi,25128,öljyenergia,25128,,25128,Ölenergie,25128,olie-energie ,25128,"olie krag, olie-energie",25128,энергетическое масло,25128,eļļas degviela,25128,,25128,,25128,energia del petróleo,25128,,25128,,25128,
25129,"OK,alright",GREEN,(feeling + enough + description indicator),25129,GREEN,(feeling + enough + description indicator),"lagom, OK",25129,"ok, i orden",25129,"selvä, okei",25129,,25129,"okay, gut",25129,oké,25129,"OK, alles reg",25129,"согласный, ОК",25129,"labs ir, viss kārtībā",25129,,25129,,25129,"bien, bueno, OK",25129,está bem,25129,"OK, va bene",25129,OK
25130,"Olympics,Olympic_games",YELLOW,(competition + 5 + ring),25130,YELLOW,(competition + 5 + ring),"olympiad, OS",25130,"OL, olympiske leker",25130,olympialaiset,25130,,25130,Olympische Spiele,25130,Olympische Spelen,25130,Olimpiese Spele,25130,Олимпийские игры,25130,"Olimpiāde, Olimpiskās spēles",25130,,25130,,25130,"Juegos Olímpicos, Olimpiadas",25130,jogos olímpicos,25130,Giochi Olimpici,25130,
25131,"oppressed,unfree",GREEN,"(oppression,captivity,slavery + description indicator)",25131,GREEN,"(oppression,captivity,slavery + description indicator)","ofri, i fångenskap, förtryckt",25131,"undertrykt, ufri, i fangenskap",25131,"sorrettu, orjuutettu",25131,,25131,"geschunden, unterdrückt, unfrei",25131,"onderdrukt, onvrij",25131,"verdruktes, onvrye",25131,"несвободный, угнетённый",25131,"apspiests, nebrīvs",25131,,25131,,25131,"opreso, oprimido",25131,,25131,,25131,
25132,"oppression,captivity,slavery",YELLOW,(feeling + enclosure: feeling of being confined)  - Character (superimposed),25132,YELLOW,(feeling + enclosure: feeling of being confined)  - Character (superimposed),"ofrihet, fångenskap, förtryck",25132,"ufrihet, fangenskap, undertrykkelse",25132,"sortaminen, orjuuttaminen, orjuutus",25132,,25132,"Unterdrückung, Gefangenschaft, Sklaverei",25132,"slavernij, gevangenschap, onderdrukking",25132,"onderdrukking, ballingskap, slawerny",25132,"неволя, угнетение",25132,"apspiešana, ieslodzījums, verdzība",25132,,25132,,25132,"opresión, cautiverio, esclavitud",25132,escravatura,25132,schiavitù,25132,slaveri
25133,out_of_(backward),WHITE,(enclosure + backward)  - Character (superimposed),25133,WHITE,(enclosure + backward)  - Character (superimposed),ut ur (bakåt),25133,ut av (bakover),25133,"ulos (taaksepäin), pois jostakin taaksepäin",25133,,25133,aus (rückwärts),25133,"uit (achterwaarts), uitgang (achterwaarts), eruit (achterwaarts)",25133,uit buite (agteruit),25133,из (назад),25133,"ārā, uz āru, atpakaļ",25133,,25133,,25133,"fuera de (hacia atrás), salida (hacia atrás)",25133,,25133,,25133,
25134,out_of_(upward),WHITE,(enclosure + upward)  - Character (superimposed),25134,WHITE,(enclosure + upward)  - Character (superimposed),ut ur (uppåt),25134,ut av (oppover),25134,"ulos (ylöspäin), pois jostakin ylöspäin",25134,,25134,aus (aufwärts),25134,"uit (opwaarts), uitgang (opwaarts), eruit (opwaarts)",25134,uit buite (opwaartse),25134,из (снизу вверх),25134,"ārā, augšup",25134,,25134,,25134,"fuera de (hacia arriba), salida (hacia arriba)",25134,,25134,,25134,
25136,passive,GREEN,(passivity + description indicator),25136,GREEN,(passivity + description indicator),passiv,25136,passiv,25136,passiivinen,25136,,25136,passiv,25136,passief,25136,passief,25136,пассивный,25136,"neaktīvs, pasīvs",25136,,25136,,25136,pasivo,25136,,25136,,25136,
25137,passivity,YELLOW,(without + activity),25137,YELLOW,(without + activity),passivitet,25137,passivitet,25137,passiivisuus,25137,,25137,Passivität,25137,passiviteit,25137,passiwiteit,25137,пассивность,25137,"neaktivitāte, pasivitāte",25137,,25137,,25137,pasividad,25137,,25137,,25137,
25138,pill_box,YELLOW,"(container + time + pill,tablet)",25138,YELLOW,"(container + time + pill,tablet)",dosett (medicin),25138,"dosett, pilleboks",25138,"dosetti, lääkeannostelija",25138,,25138,Tablettendose,25138,"pillendoos, medicijnendoos",25138,pil boks houer,25138,коробка для таблеток,25138,zāļu kastīte,25138,,25138,,25138,caja de píldoras,25138,,25138,scatola per le pillole,25138,pilleboks
25139,Poland,YELLOW,(country + field),25139,YELLOW,(country + field),Polen,25139,Polen,25139,Puola,25139,,25139,Polen,25139,Polen,25139,Pole,25139,Польша,25139,Polija,25139,,25139,,25139,Polonia,25139,Polónia,25139,Polonia,25139,Polen
25140,Portugal,YELLOW,"(country + wakefulness,alertness + new: country of discoveries (search [contr.] + new))",25140,YELLOW,"(country + wakefulness,alertness + new: country of discoveries (search [contr.] + new))",Portugal,25140,Portugal,25140,Portugali,25140,,25140,Portugal,25140,Portugal,25140,Portugal,25140,Португалия,25140,Portugāle,25140,,25140,,25140,Portugal,25140,Portugal,25140,Portogallo,25140,Portugal
25141,"power_plant,power_station",YELLOW,(house + energy),25141,YELLOW,(house + energy),"kraftverk, kraftstation",25141,"kraftverk, kraftstasjon",25141,voimalaitos,25141,,25141,Kraftwerk,25141,krachtcentrale,25141,kragstasie,25141,электростанция,25141,spēkstacija,25141,,25141,,25141,central eléctrica,25141,estação eléctrica,25141,centrale energetica,25141,
25142,"precious,treasured",GREEN,"(value + feeling + and,also,plus,too + description indicator: value characterized by a positive feeling of fond affection for)",25142,GREEN,"(value + feeling + and,also,plus,too + description indicator: value characterized by a positive feeling of fond affection for)","värdefull, dyrbar",25142,"verdifull, dyrebar",25142,"kallisarvoinen, arvokas",25142,,25142,"kostbar, wertvoll",25142,"kostbaar, waardevol",25142,kosbare kosbaar,25142,драгоценный,25142,"dārgs, vērtīgs, augstu vērtēts",25142,,25142,,25142,preciado,25142,,25142,,25142,
25143,"precious_thing,treasure",YELLOW,(thing + precious),25143,YELLOW,(thing + precious),"dyrbarhet, dyrgrip, värdesak",25143,verdisak,25143,aarre,25143,,25143,"kostbares, wertvolles Ding, Sammlung, Schatz",25143,"waardevol voorwerp, kostbaar ding, schat",25143,"kosbare ding, skat",25143,драгоценность,25143,"dārglieta, vērtslieta",25143,,25143,,25143,"cosa preciosa, tesoro",25143,tesouro,25143,tesoro,25143,
25144,prison_officer,BLUE,(person + work + barred_window: the barred window representing prison [contr]),25144,BLUE,(person + work + barred_window: the barred window representing prison [contr]),fångvårdare,25144,fangevokter,25144,vanginvartija,25144,,25144,"Gefängnisaufseher, Gefängnisaufseherin",25144,cipier,25144,gevangenis offisier,25144,тюремщик,25144,cietuma amatpersona,25144,,25144,,25144,oficial de la prision,25144,,25144,,25144,
25145,prisoner,BLUE,(person + barred_window: the barred window representing prison [contr]),25145,BLUE,(person + barred_window: the barred window representing prison [contr]),fånge,25145,fange,25145,vanki,25145,,25145,"Häftling, Gefangener",25145,gevangene,25145,gevangene,25145,заключённый,25145,cietumnieks,25145,,25145,,25145,preso,25145,prisioneiro,25145,prigioniero,25145,
25146,pump,YELLOW,(tool + pressure),25146,YELLOW,(tool + pressure),pump,25146,pumpe,25146,pumppu,25146,,25146,Pumpe,25146,pomp,25146,pomp,25146,насос,25146,pumpis,25146,,25146,,25146,bomba (a presión),25146,bomba de água,25146,pompa,25146,
25147,pump-(to),RED,(pump + action indicator),25147,RED,(pump + action indicator),pumpa,25147,pumpe (å),25147,pumpata,25147,,25147,"aufpumpen, pumpen",25147,pompen,25147,pomp (om te),25147,"качать, выкачивать",25147,pumpēt,25147,,25147,,25147,bombear,25147,encher,25147,pompare,25147,"(at) pumpe, (at) puste op"
25148,rag,YELLOW,(cloth + broken),25148,YELLOW,(cloth + broken),"trasa, trasor",25148,"fille, filler",25148,"rääsyt, rikkinäiset vaatteet",25148,,25148,"Lappen, Lumpen, Fetzen",25148,"vodden, doek",25148,lap doek,25148,тряпка,25148,lupata,25148,,25148,,25148,trapo,25148,,25148,,25148,
25149,rags_(worn-out_clothes),YELLOW,"(clothes + usage,use + end)",25149,YELLOW,"(clothes + usage,use + end)","paltor, slitna kläder",25149,slitte klær,25149,loppuunkuluneet vaatteet,25149,,25149,"Klamotten, Haderlumpen",25149,"tweedehands kleding, ",25149,flenters tweedehandse klere,25149,"ветошь, изношенная одежда",25149,"lupatas, novalkātas drēbes",25149,,25149,,25149,harapos,25149,,25149,,25149,
25150,"resign,quit_(1)-(to)",RED,(resignation_(1) + action indicator)  SYMBOL SYNONYM,25150,RED,(resignation_(1) + action indicator)  SYMBOL SYNONYM,"säga upp sig, sluta (sitt arbete), avgå (1)",25150,"si opp, slutte, gå av (arbeid) (1)",25150,"erota työstä, irtisanoutua",25150,,25150,Kündigen (1),25150,"ontslagen, ontslag krijgen, ontslag geven (1)",25150,bedank ontslag (1) (om te),25150,"уходить в отставку, увольняться (1)",25150,"atkāpties no amata, iesniegt atlūgumu (1)",25150,,25150,,25150,renunciar,25150,,25150,,25150,
25151,"resign,quit_(2)-(to)",RED,(resignation_(2) + action indicator)  SYMBOL SYNONYM,25151,RED,(resignation_(2) + action indicator)  SYMBOL SYNONYM,"säga upp sig, sluta (sitt arbete), avgå (2)",25151,"si opp, slutte, gå av (arbeid) (2)",25151,"erota työstä, irtisanoutua",25151,,25151,Kündigen (2),25151,"ontslagen, ontslag krijgen, ontslag geven (2)",25151,bedank ontslag (2) (om te),25151,"уходить в отставку, увольняться (2)",25151,"atkāpties no amata, iesniegt atlūgumu (2)",25151,,25151,,25151,renunciar,25151,,25151,,25151,
25152,resignation_(1),YELLOW,(end + work: to stop (a) work)  SYMBOL SYNONYM,25152,YELLOW,(end + work: to stop (a) work)  SYMBOL SYNONYM,"uppsägning, avgång (från arbete) (1)",25152,"oppsigelse, avgang (fra arbeid) (1)",25152,"työstä eroaminen, irtisanoutuminen",25152,,25152,Rücktritt (1),25152,ontslag (1),25152,bedanking (1),25152,"отставка, увольнение (1)",25152,"atkāpšanās, atlūgums (1)",25152,,25152,,25152,resignación (1),25152,,25152,,25152,
25153,resignation_(2),YELLOW,(departure + work: to leave (a) work)  SYMBOL SYNONYM,25153,YELLOW,(departure + work: to leave (a) work)  SYMBOL SYNONYM,"uppsägning, avgång (från arbete) (2)",25153,"oppsigelse, avgang (fra arbeid) (2)",25153,"työstä eroaminen, irtisanoutuminen",25153,,25153,Rücktritt (2),25153,ontslag (2),25153,bedanking (2),25153,"отставка, увольнение (2)",25153,"atkāpšanās, atlūgums (2)",25153,,25153,,25153,resignación (2),25153,,25153,,25153,
25154,retire-(to),RED,(retirement + action indicator),25154,RED,(retirement + action indicator),gå i pension,25154,pensjoneres,25154,jäädä eläkkeelle,25154,,25154,"in den Ruhestand treten, in Pension gehen",25154,op pensioen gaan,25154,om af te tree,25154,уходить на пенсию,25154,aiziet pensijā,25154,,25154,,25154,retirarse,25154,,25154,,25154,
25155,retired,GREEN,(retirement + description indicator),25155,GREEN,(retirement + description indicator),pensionerad,25155,pensjonert,25155,"olla eläkkeellä, eläkeläinen",25155,,25155,pensioniert,25155,gepensioneerd,25155,afgetree,25155,ушедший на пенсию,25155,pensionārs,25155,,25155,,25155,jubilado,25155,reformado,25155,pensionato,25155,pensioneret
25156,retirement,YELLOW,(resignation_(1) + year),25156,YELLOW,(resignation_(1) + year),"pension, pensionering",25156,"pensjon, pensjonering",25156,eläkevuodet,25156,,25156,"Ruhestand, Pensionierung",25156,pensioen,25156,aftrede,25156,уход на пенсию,25156,pensija (dzīves periods),25156,,25156,,25156,jubilación,25156,,25156,,25156,
25157,"roast,joint_(of_meat)",YELLOW,(meat + big),25157,YELLOW,(meat + big),"stek, köttstycke (större)",25157,"stek, kjøttstykke (stort)",25157,paisti,25157,,25157,"Braten, Rostbraten (grösseres Fleischstück)",25157,gebraad (vlees),25157,gebraaide (vleis),25157,"ростбиф, большой кусок мяса",25157,cepetis,25157,,25157,,25157,filete,25157,,25157,,25157,
25158,robot,YELLOW,(machine + activity + person),25158,YELLOW,(machine + activity + person),robot,25158,robot,25158,robotti,25158,,25158,Roboter,25158,robot,25158,robot,25158,робот,25158,robots,25158,,25158,,25158,robot,25158,automato,25158,,25158,robot
25159,"sack,dismiss-(to)",RED,(dismissal + action indicator),25159,RED,(dismissal + action indicator),avskeda,25159,avskjedige,25159,"erottaa työstä, sanoa irti työstä",25159,,25159,"entlassen, feuern",25159,ontslagen (verplicht),25159,"afdank, ontslaan (om te)",25159,увольнять ,25159,"atlaist, atbrīvot no darba",25159,,25159,,25159,despedir,25159,,25159,,25159,
25160,"sacked,dismissed",GREEN,(dismissal + description indicator),25160,GREEN,(dismissal + description indicator),avskedad,25160,avskjediget,25160,"työstä erotettu, irtisanottu",25160,,25160,"gekündigt, entlassen, gefeuert",25160,ontslagen (verplicht),25160,"afgedank, ontslaan",25160,уволенный,25160,"atlaists, atbrīvots no darba",25160,,25160,,25160,despedido,25160,,25160,,25160,
25161,"sacking,dismissal",YELLOW,(resignation_(1) + force),25161,YELLOW,(resignation_(1) + force),avsked (från arbete),25161,avskjed (fra arbeid),25161,"työstä erottaminen, irtisanominen",25161,,25161,"Kündigung, Entlassung",25161,ontslag,25161,"afdanking, ontslag",25161,увольнение,25161,"atlaišana, atbrīvošana no darba",25161,,25161,,25161,despido,25161,,25161,,25161,
25162,"safari,wildlife_expedition",YELLOW,"(move,movement + see,look,watch-(to) + animal)",25162,YELLOW,"(move,movement + see,look,watch-(to) + animal)",safari,25162,safari,25162,safari,25162,,25162,Safari,25162,safari,25162,"safari, wild kyk ekspedisie",25162,сафари,25162,"ekspedīcija, safari, (savvaļas, dzīvās dabas)",25162,,25162,,25162,"safari, expedición salvaje",25162,,25162,,25162,
25163,Saturday_(day1),YELLOW,(day + 1 + six_(index_number): small 6 of ISO standard)  SYMBOL SYNONYM (replacing 16722),25163,YELLOW,(day + 1 + six_(index_number): small 6 of ISO standard)  SYMBOL SYNONYM (replacing 16722),lördag (dag 1),25163,lørdag (dag 1),25163,lauantai (päivä yksi),25163,,25163,"Samstag, Sonnabend (Tag 1)",25163,zaterdag (dag 1),25163,Saterdag (dag 1),25163,Суббота (день1),25163,sestdiena (1.diena),25163,,25163,,25163,Sábado (1),25163,sábado,25163,sabato,25163,"søndag, lørdag"
25164,Saturday_(day6),YELLOW,(day + 6 + six_(index_number): small 6 of ISO standard)  SYMBOL SYNONYM (replacing 16722),25164,YELLOW,(day + 6 + six_(index_number): small 6 of ISO standard)  SYMBOL SYNONYM (replacing 16722),lördag (dag 6),25164,lørdag (dag 6),25164,lauantai (päivä kuusi),25164,,25164,"Samstag, Sonnabend (Tag 6)",25164,zaterdag (dag 6),25164,Saterdag (dag 7),25164,Суббота (день 6),25164,sestdiena (6.diena),25164,,25164,,25164,Sábado (6),25164,sábado,25164,sabato,25164,"søndag, lørdag"
25165,Saturday_(day7),YELLOW,(day + 7 + six_(index_number): small 6 of ISO standard)  SYMBOL SYNONYM (replacing 16722),25165,YELLOW,(day + 7 + six_(index_number): small 6 of ISO standard)  SYMBOL SYNONYM (replacing 16722),lördag (dag 7),25165,lørdag (dag 7),25165,lauantai (päivä seitsemän),25165,,25165,"Samstag, Sonnabend (Tag 7)",25165,zaterdag (dag 7),25165,Saterdag (dag 7),25165,Суббота (день 7),25165,sestdiena (7.diena),25165,,25165,,25165,Sábado (7),25165,sábado,25165,sabato,25165,"søndag, lørdag"
25166,"scoundrel,villain",BLUE,"(person + mean,cruel)",25166,BLUE,"(person + mean,cruel)","bov, skurk, buse",25166,skurk,25166,"konna, roisto, kelmi",25166,,25166,"Schurke, Schurkin, Schuft, Bösewicht",25166,"schurk, boef",25166,"skurk, rampokker",25166,"негодяй, злодей",25166,"nelietis, zemisks cilvēks",25166,,25166,,25166,"bribón, villano",25166,,25166,,25166,
25167,"protector,guard",BLUE,"(person + safety,security)",25167,BLUE,"(person + safety,security)","väktare, vakt",25167,"vekter, vakt",25167,"vartija, suojelija",25167,,25167,"Beschützer, Beschützerin, Wächter, Wächterin ",25167,"beschermer, bewaker",25167,"beskermer, bewaker",25167,"защитник, охранник",25167,"aizsargs, sargs",25167,,25167,,25167,"protector, guardian",25167,,25167,,25167,
25168,Sniff,BLUE,"(imaginary person + scared: Literary figure in the Moomin books by Tove Jansson - friend of Moomin, a real coward, and very interested in money.)",25168,BLUE,"(imaginary person + scared: Literary figure in the Moomin books by Tove Jansson - friend of Moomin, a real coward, and very interested in money.)",Sniff,25168,Sniff,25168,Nipsu,25168,,25168,Schnüferl/Sniff,25168,Sniff (fantasiefiguur),25168,Sniff,25168,Снифф,25168,Snifs,25168,,25168,,25168,Sniff,25168,,25168,,25168,
25169,Snork,BLUE,"(imaginary person + imprint,depression + glasses: Literary figure in the Moomin books by Tove Jansson - The Snork Maiden's brother, wears glasses, inteligent, avid inventor who has strong belief in the power of science, imprint,depression represents soft [contr.])",25169,BLUE,"(imaginary person + imprint,depression + glasses: Literary figure in the Moomin books by Tove Jansson - The Snork Maiden's brother, wears glasses, inteligent, avid inventor who has strong belief in the power of science, imprint,depression represents soft [contr.])",Snorken,25169,Snorken,25169,Niiskuneiti,25169,,25169,Snork,25169,Snork (fantasiefiguur),25169,Snork,25169,Снорк,25169,Snorks,25169,,25169,,25169,Snork,25169,,25169,,25169,
25170,Snork_Maiden,BLUE,"(imaginary person + imprint,depression + ring: Literary figure in the Moomin books by Tove Jansson - Moomintroll's fair lady friend and admirer, and sports a golden anklet, imprint,depression represents soft [contr.])",25170,BLUE,"(imaginary person + imprint,depression + ring: Literary figure in the Moomin books by Tove Jansson - Moomintroll's fair lady friend and admirer, and sports a golden anklet, imprint,depression represents soft [contr.])",Snorkfröken,25170,Snorkfrøken,25170,Niisku,25170,,25170,Snorkfräulein,25170,Snork Maidenc (fantasiefiguur),25170,Snork Maiden,25170,Фрёкен Снорк,25170,Snorkes jaunkundze,25170,,25170,,25170,Señorita Snork,25170,,25170,,25170,
25171,Snufkin,BLUE,"(imaginary person + boy + musical_instrument: Literary figure in the Moomin books by Tove Jansson - Moomintroll's best friend, who lives in a tent, smokes a pipe, and plays the harmonica.)",25171,BLUE,"(imaginary person + boy + musical_instrument: Literary figure in the Moomin books by Tove Jansson - Moomintroll's best friend, who lives in a tent, smokes a pipe, and plays the harmonica.)",Snusmumriken,25171,Snusmumriken,25171,Nuuskamuikkunen,25171,,25171,Snufkin,25171,Snufkin (fantasiefiguur),25171,Snufkin,25171,Снусмумрик,25171,Murmulis,25171,,25171,,25171,Snufkin,25171,,25171,,25171,
25172,"solar_energy,solar_power",YELLOW,(energy + sun),25172,YELLOW,(energy + sun),solenergi,25172,solenergi,25172,"aurinkoenergia, aurinkovoima",25172,,25172,Sonnenenergie,25172,zonne-energie,25172,"sonkrag, son energie",25172,солнечная энергия,25172,saules enerģija,25172,,25172,,25172,energía solar,25172,,25172,,25172,
25173,"space_travel,space_voyage,space_flight",YELLOW,"(move,movement + galaxy)",25173,YELLOW,"(move,movement + galaxy)",rymdfärd,25173,romferd,25173,avaruusmatka,25173,,25173,"Weltraumflug, Weltraumfahrt, Raumfahrt",25173,"ruimtereis, ruimtevaart",25173,ruimtereis,25173,космическое путешествие ,25173,kosmosa ceļojumi,25173,,25173,,25173,viaje espacial,25173,,25173,,25173,
25174,speech_(event),YELLOW,"(say,speak,talk,tell,express-(to) + event + group of + person)",25174,YELLOW,"(say,speak,talk,tell,express-(to) + event + group of + person)","tal, anförande",25174,tale (til flere),25174,puhe,25174,,25174,Rede (Veranstaltung),25174,"speech, toespraak",25174,toespraak,25174,"речь, выступление",25174,runa (notikums),25174,,25174,,25174,dirscurso,25174,discurso,25174,discorso,25174,tale
25175,"secret_agent,spy",BLUE,(person + secret + information),25175,BLUE,(person + secret + information),"spion, hemlig agent",25175,"spion, hemmelig agent",25175,"salainen agentti, vakoilija",25175,,25175,"Geheimagent, Geheimagentin, Spion, Spionin",25175,"spion, geheimagent",25175,"geheime agentskap, spioen",25175,"тайный агент, шпион",25175,"slepenais aģents, spiegs",25175,,25175,,25175,"agente secreto, espía",25175,,25175,,25175,
25176,steak,YELLOW,(meat + slice + thing indicator),25176,YELLOW,(meat + slice + thing indicator),"biff, köttskiva",25176,"biff, kjøttskive, kotelett",25176,pihvi,25176,,25176,Steak,25176,"steak, biefstuk",25176,"biefstuk, steak",25176,"стейк, отбивная",25176,"gaļas gabals, bifšteks, steiks",25176,,25176,,25176,"filete, carne de res",25176,bife,25176,bistecca,25176,"steak, bøf"
25177,"still,calm,peaceful,tranquil",GREEN,"(without + back and forth + description indicator: back and forth rrepresenting movement,motion_(2) [contr.])",25177,GREEN,"(without + back and forth + description indicator: back and forth rrepresenting movement,motion_(2) [contr.])","stilla, stillsam, lugn",25177,"stille, rolig, fredelig",25177,"rauhallinen, tyyni",25177,,25177,"ruhig, still, gefasst, friedlich, gelassen",25177,"stil (geen beweging), vredig, rustig",25177,"kalm, stil, rustig",25177,"спокойный, тихий",25177,"mierīgs, rimts, rāms",25177,,25177,,25177,"tranquilo, calmado, relajado",25177,quieto,25177,"calmo, immobile",25177,
25178,stolen_goods,YELLOW,(goods + theft),25178,YELLOW,(goods + theft),stöldgods,25178,tyvegods,25178,varastettu tavara,25178,,25178,"Diebesgut, Hehlerwaren",25178,gestolen goederen,25178,gesteelde goedere,25178,украденные товары,25178,"zagtas preces, lietas",25178,,25178,,25178,bienes robados,25178,,25178,,25178,
25179,"summary,abstract",YELLOW,(content + information + short),25179,YELLOW,(content + information + short),"sammandrag, sammanfattning",25179,"sammendrag, resyme'",25179,"yhteenveto, tiivistelmä",25179,,25179,"Zusammenfassung, Auszug",25179,"samenvatting, abstract",25179,"opsomming, abstrak",25179,"резюме, аннотация, сводка",25179,"kopsavilkums, anotācija",25179,,25179,,25179,resumen,25179,sumário,25179,"riassunto, compendio",25179,
